STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOIDFQ,18-24_2013,18-24_20_1,2020_TP_co,2020_TP_un,2020_TP_mi,2020_TP_ma,2020_TP_ra,2020_TP_su,2020_TP_me,2020_TP__1,2020_TP_st,2020_TP__2,2020_TP__3,2020_TP_q1,2020_TP_q3,2020_TP_iq,20_18-24%_,20_18-24_1,20_18-24_2,20_18-24_3,20_18-24_4,20_18-24_5,20_18-24_6,20_18-24_7,20_18-24_8,20_18-24_9,20_18-2410,20_18-2411,20_18-2412,20_18-2413,%18-24_202,%Change,Ohio_Block_Groups_2020_TP,Ohio_Block_Groups_20_18-24%,Ohio_Block_Groups_Med_HHInc,Ohio_Block_Groups_TotalHH_L2,Ohio_Block_Groups_%_HHL2,Ohio_Block_Groups_PC_POP_20,Ohio_Block_Groups_PC_POP_10,Ohio_Block_Groups_PC_Change,Ohio_Block_Groups_PC_HHL2
"39","025","041406","1","390250414061",Block Group 1,G5030,S,5284943,82988,"+39.1432589","-084.2778427",1500000US390250414061,"94","3.700787402",6,5,69.000000,286.000000,217.000000,947.000000,157.833333,129.500000,72.799763,69.000000,115.000000,115.000000,218.000000,103.000000,6,5,4.000000,14.000000,10.000000,52.000000,8.666667,8.000000,3.590110,4.000000,6.000000,6.000000,12.000000,6.000000,14,10.299,144,6,146375,336,45.964,0.060,0.037,0.023,0.460
"39","025","040600","1","390250406001",Block Group 1,G5030,S,9370384,58427,"+39.1615961","-084.2131520",1500000US390250406001,"164","5.846702317",8,8,29.000000,218.000000,189.000000,760.000000,95.000000,82.500000,65.109523,29.000000,29.000000,35.000000,139.000000,104.000000,8,5,3.000000,12.000000,9.000000,48.000000,6.000000,5.000000,2.958040,6.000000,3.000000,3.500000,8.000000,4.500000,12,6.153,103,6,63851,562,73.177,0.060,0.058,0.002,0.732
"39","061","024902","5","390610249025",Block Group 5,G5030,S,3569547,4934,"+39.1081341","-084.3466599",1500000US390610249025,"73","3.878852285",7,6,26.000000,93.000000,67.000000,474.000000,67.714286,77.000000,20.429071,26.000000,59.000000,59.000000,80.000000,21.000000,7,4,2.000000,6.000000,4.000000,27.000000,3.857143,4.000000,1.124858,2.000000,4.000000,3.500000,4.000000,0.500000,6,2.121,,,,,,,,,
"39","061","008300","2","390610083002",Block Group 2,G5030,S,727087,0,"+39.1942516","-084.5776862",1500000US390610083002,"109","6.089385475",7,7,15.000000,262.000000,247.000000,682.000000,97.428571,53.000000,83.364702,15.000000,15.000000,51.000000,125.000000,74.000000,7,6,3.000000,13.000000,10.000000,52.000000,7.428571,7.000000,3.416646,3.000000,10.000000,4.500000,10.000000,5.500000,13,6.911,184,10,,625,70.067,0.100,0.061,0.039,0.701
"39","061","008501","1","390610085011",Block Group 1,G5030,S,4248285,0,"+39.1706241","-084.5693665",1500000US390610085011,"0","0",9,8,44.000000,443.000000,399.000000,1585.000000,176.111111,142.000000,113.710592,44.000000,142.000000,104.000000,178.000000,74.000000,9,8,6.000000,19.000000,13.000000,107.000000,11.888889,11.000000,4.067334,6.000000,9.000000,9.000000,15.000000,6.000000,19,19.000,44,14,,199,97.073,0.140,0.000,0.140,0.971
"39","061","008502","1","390610085021",Block Group 1,G5030,S,1058552,0,"+39.1582642","-084.5590407",1500000US390610085021,"175","10.5548854",7,6,20.000000,443.000000,423.000000,1034.000000,147.714286,142.000000,137.363662,20.000000,142.000000,37.500000,177.000000,139.500000,7,7,3.000000,19.000000,16.000000,74.000000,10.571429,9.000000,5.473498,3.000000,3.000000,6.500000,15.000000,8.500000,19,8.445,443,19,11327,418,49.526,0.190,0.106,0.084,0.495
"39","061","008601","1","390610086011",Block Group 1,G5030,S,604291,11415,"+39.1314204","-084.5487194",1500000US390610086011,"10","2.702702703",6,6,31.000000,159.000000,128.000000,496.000000,82.666667,55.500000,50.946595,31.000000,31.000000,47.000000,148.000000,101.000000,6,5,4.000000,20.000000,16.000000,64.000000,10.666667,10.500000,5.763872,4.000000,14.000000,5.000000,14.000000,9.000000,20,17.297,61,7,45152,314,77.916,0.070,0.027,0.043,0.779
"39","061","008400","1","390610084001",Block Group 1,G5030,S,2920264,0,"+39.1886155","-084.5544834",1500000US390610084001,"254","11.98113208",9,9,14.000000,190.000000,176.000000,907.000000,100.777778,104.000000,61.026001,14.000000,14.000000,37.000000,155.000000,118.000000,9,6,2.000000,15.000000,13.000000,79.000000,8.777778,9.000000,4.708804,2.000000,6.000000,6.000000,14.000000,8.000000,15,3.019,14,2,62813,226,73.616,0.020,0.120,-0.100,0.736
"39","061","008800","1","390610088001",Block Group 1,G5030,S,879355,0,"+39.1440965","-084.5680079",1500000US390610088001,"177","8.894472362",7,7,35.000000,212.000000,177.000000,798.000000,114.000000,91.000000,59.416208,35.000000,35.000000,71.500000,158.500000,87.000000,7,7,4.000000,16.000000,12.000000,67.000000,9.571429,9.000000,3.658928,4.000000,4.000000,7.500000,11.500000,4.000000,16,7.106,91,4,16731,778,78.270,0.040,0.089,-0.049,0.783
"39","061","008800","2","390610088002",Block Group 2,G5030,S,538177,0,"+39.1399233","-084.5756571",1500000US390610088002,"116","8.399710355",5,5,51.000000,334.000000,283.000000,733.000000,146.600000,91.000000,102.302688,51.000000,51.000000,82.000000,175.000000,93.000000,5,5,4.000000,14.000000,10.000000,49.000000,9.800000,10.000000,3.600000,4.000000,4.000000,8.000000,13.000000,5.000000,14,5.600,175,13,32813,246,58.432,0.130,0.084,0.046,0.584
"39","061","027200","3","390610272003",Block Group 3,G5030,S,359968,0,"+39.1282780","-084.5592625",1500000US390610272003,"25","4.032258065",4,4,47.000000,109.000000,62.000000,299.000000,74.750000,71.500000,23.370655,47.000000,47.000000,54.000000,95.500000,41.500000,4,3,4.000000,10.000000,6.000000,28.000000,7.000000,7.000000,2.121320,4.000000,7.000000,5.500000,8.500000,3.000000,10,5.968,,,,,,,,,
"39","061","027200","1","390610272001",Block Group 1,G5030,S,520278,0,"+39.1307632","-084.5684344",1500000US390610272001,"124","11.27272727",6,6,47.000000,334.000000,287.000000,714.000000,119.000000,86.500000,98.561318,47.000000,47.000000,51.000000,109.000000,58.000000,6,5,4.000000,14.000000,10.000000,47.000000,7.833333,7.500000,3.484091,7.000000,4.000000,4.000000,10.000000,6.000000,14,2.727,82,10,41731,288,73.469,0.100,0.113,-0.013,0.735
"39","035","190504","3","390351905043",Block Group 3,G5030,S,2265599,0,"+41.3778128","-081.9326088",1500000US390351905043,"88","5.275779376",5,5,6.000000,180.000000,174.000000,414.000000,82.800000,98.000000,62.052881,6.000000,6.000000,26.000000,104.000000,78.000000,5,5,1.000000,22.000000,21.000000,41.000000,8.200000,7.000000,7.520638,1.000000,1.000000,2.000000,9.000000,7.000000,22,16.724,,,,,,,,,
"39","035","174205","1","390351742051",Block Group 1,G5030,S,852850,0,"+41.4098444","-081.9014661",1500000US390351742051,"66","6.191369606",4,4,33.000000,121.000000,88.000000,376.000000,94.000000,111.000000,35.461246,33.000000,33.000000,71.500000,116.500000,45.000000,4,3,5.000000,14.000000,9.000000,31.000000,7.750000,6.000000,3.631460,5.000000,6.000000,5.500000,10.000000,4.500000,14,7.809,121,14,88269,223,67.576,0.140,0.062,0.078,0.676
"39","035","161800","1","390351618001",Block Group 1,G5030,S,499013,0,"+41.4740826","-081.7748956",1500000US390351618001,"96","9.022556391",5,5,0.000000,168.000000,168.000000,421.000000,84.200000,91.000000,58.166657,0.000000,0.000000,44.000000,118.000000,74.000000,4,4,6.000000,12.000000,6.000000,37.000000,9.250000,9.500000,2.165064,6.000000,6.000000,7.500000,11.000000,3.500000,12,2.977,,,,,,,,,
"39","035","183401","1","390351834011",Block Group 1,G5030,S,382734,562,"+41.4704190","-081.5702625",1500000US390351834011,"95","10.33732318",5,5,8.000000,167.000000,159.000000,248.000000,49.600000,17.000000,59.835107,8.000000,8.000000,14.000000,42.000000,28.000000,5,4,1.000000,9.000000,8.000000,18.000000,3.600000,2.000000,2.870540,1.000000,2.000000,2.000000,4.000000,2.000000,9,-1.337,14,2,,161,58.759,0.020,0.103,-0.083,0.588
"39","035","103800","1","390351038001",Block Group 1,G5030,S,512922,0,"+41.4720777","-081.7110107",1500000US390351038001,"68","8.468244085",9,9,19.000000,171.000000,152.000000,651.000000,72.333333,54.000000,42.653644,19.000000,19.000000,49.000000,91.000000,42.000000,9,8,2.000000,16.000000,14.000000,77.000000,8.555556,7.000000,4.085506,2.000000,7.000000,6.000000,11.000000,5.000000,16,7.532,103,13,24375,174,61.702,0.130,0.085,0.045,0.617
"39","035","119701","1","390351197011",Block Group 1,G5030,S,310703,0,"+41.4751661","-081.5869896",1500000US390351197011,"70","9.333333333",4,4,102.000000,207.000000,105.000000,621.000000,155.250000,156.000000,37.936625,102.000000,102.000000,123.500000,187.000000,63.500000,4,3,9.000000,13.000000,4.000000,43.000000,10.750000,10.500000,1.785357,12.000000,9.000000,9.000000,12.500000,3.500000,13,3.667,207,13,57321,272,59.649,0.130,0.093,0.037,0.596
"39","035","120500","2","390351205002",Block Group 2,G5030,S,282723,0,"+41.4603865","-081.6108484",1500000US390351205002,"110","11.28205128",4,4,0.000000,74.000000,74.000000,127.000000,31.750000,26.500000,28.110274,0.000000,0.000000,7.000000,56.500000,49.500000,4,4,0.000000,10.000000,10.000000,20.000000,5.000000,5.000000,4.123106,0.000000,0.000000,1.000000,9.000000,8.000000,10,-1.282,0,0,23625,131,59.276,0.000,0.113,-0.113,0.593
"39","035","150100","2","390351501002",Block Group 2,G5030,S,478169,0,"+41.5424298","-081.5865306",1500000US390351501002,"51","4.908565929",10,10,0.000000,203.000000,203.000000,828.000000,82.800000,75.000000,60.122874,0.000000,0.000000,28.000000,113.000000,85.000000,9,9,5.000000,27.000000,22.000000,108.000000,12.000000,10.000000,6.271629,5.000000,5.000000,8.000000,15.000000,7.000000,27,22.091,16,7,16164,130,86.667,0.070,0.049,0.021,0.867
"39","035","119701","2","390351197012",Block Group 2,G5030,S,207687,0,"+41.4749723","-081.5903150",1500000US390351197012,"25","3.026634383",4,4,14.000000,207.000000,193.000000,378.000000,94.500000,78.500000,72.029508,14.000000,14.000000,34.500000,154.500000,120.000000,4,3,3.000000,13.000000,10.000000,41.000000,10.250000,12.500000,4.205651,3.000000,13.000000,7.500000,13.000000,5.500000,13,9.973,102,12,,494,92.336,0.120,0.030,0.090,0.923
"39","157","021800","2","391570218002",Block Group 2,G5030,S,121745527,1291801,"+40.2632466","-081.4928344",1500000US391570218002,"133","9.35302391",7,7,47.000000,160.000000,113.000000,598.000000,85.428571,71.000000,36.256456,47.000000,47.000000,60.500000,99.500000,39.000000,7,5,4.000000,10.000000,6.000000,45.000000,6.428571,6.000000,2.128523,5.000000,4.000000,4.500000,8.000000,3.500000,10,0.647,112,8,48704,409,72.518,0.080,0.094,-0.014,0.725
"39","157","020100","1","391570201001",Block Group 1,G5030,S,65568444,804579,"+40.6122369","-081.5956807",1500000US391570201001,"196","8.844765343",8,8,47.000000,400.000000,353.000000,1426.000000,178.250000,181.500000,104.348874,47.000000,47.000000,88.000000,220.000000,132.000000,8,5,5.000000,16.000000,11.000000,76.000000,9.500000,10.000000,3.082207,5.000000,10.000000,7.500000,10.000000,2.500000,16,7.155,189,10,66196,370,56.489,0.100,0.088,0.012,0.565
"39","157","020200","1","391570202001",Block Group 1,G5030,S,27301142,32329,"+40.6349942","-081.4975110",1500000US391570202001,"28","2.871794872",7,7,47.000000,189.000000,142.000000,767.000000,109.571429,83.000000,55.332391,47.000000,47.000000,62.500000,161.500000,99.000000,7,7,3.000000,12.000000,9.000000,58.000000,8.285714,9.000000,2.913725,3.000000,3.000000,6.500000,10.500000,4.000000,12,9.128,47,6,79702,198,59.819,0.060,0.029,0.031,0.598
"39","157","020200","3","391570202003",Block Group 3,G5030,S,52138848,232786,"+40.5890095","-081.4578923",1500000US391570202003,"155","8.664058133",12,12,36.000000,275.000000,239.000000,1451.000000,120.916667,87.000000,71.665262,36.000000,36.000000,64.000000,178.000000,114.000000,12,7,3.000000,15.000000,12.000000,99.000000,8.250000,8.000000,3.561952,12.000000,9.000000,6.000000,10.500000,4.500000,15,6.336,149,9,55833,562,70.960,0.090,0.087,0.003,0.710
"39","157","020400","1","391570204001",Block Group 1,G5030,S,23676387,0,"+40.6138417","-081.3708767",1500000US391570204001,"173","9.611111111",6,6,12.000000,175.000000,163.000000,517.000000,86.166667,67.000000,57.819883,12.000000,12.000000,47.000000,149.000000,102.000000,6,5,1.000000,9.000000,8.000000,33.000000,5.500000,6.500000,2.692582,1.000000,7.000000,3.000000,7.000000,4.000000,9,-0.611,12,1,40476,246,34.072,0.010,0.096,-0.086,0.341
"39","157","020400","4","391570204004",Block Group 4,G5030,S,48215476,1677802,"+40.5272609","-081.2961613",1500000US391570204004,"69","6.448598131",8,8,3.000000,190.000000,187.000000,561.000000,70.125000,44.500000,66.609754,3.000000,3.000000,26.000000,113.500000,87.500000,8,6,1.000000,14.000000,13.000000,41.000000,5.125000,3.500000,3.919104,1.000000,3.000000,2.500000,7.000000,4.500000,14,7.551,20,2,51591,378,88.318,0.020,0.064,-0.044,0.883
"39","157","020500","2","391570205002",Block Group 2,G5030,S,33265594,50682,"+40.5385157","-081.5463571",1500000US391570205002,"30","2.291825821",7,7,36.000000,204.000000,168.000000,911.000000,130.142857,132.000000,50.141026,36.000000,36.000000,108.000000,161.500000,53.500000,7,6,3.000000,10.000000,7.000000,49.000000,7.000000,7.000000,2.329929,3.000000,9.000000,5.500000,9.000000,3.500000,10,7.708,36,3,83243,310,65.957,0.030,0.023,0.007,0.660
"39","157","020600","2","391570206002",Block Group 2,G5030,S,543315,0,"+40.5326897","-081.4802106",1500000US391570206002,"39","4.14893617",6,6,0.000000,164.000000,164.000000,410.000000,68.333333,65.500000,52.436205,0.000000,0.000000,24.000000,91.000000,67.000000,6,5,0.000000,13.000000,13.000000,39.000000,6.500000,7.000000,4.153312,0.000000,7.000000,3.000000,9.000000,6.000000,13,8.851,0,0,42500,255,67.460,0.000,0.041,-0.041,0.675
"39","157","020600","3","391570206003",Block Group 3,G5030,S,593600,0,"+40.5378225","-081.4866595",1500000US391570206003,"23","2.395833333",4,4,0.000000,275.000000,275.000000,390.000000,97.500000,57.500000,107.769430,0.000000,0.000000,12.000000,183.000000,171.000000,4,4,0.000000,13.000000,13.000000,23.000000,5.750000,5.000000,4.866981,0.000000,0.000000,1.500000,10.000000,8.500000,13,10.604,24,3,51875,287,90.252,0.030,0.024,0.006,0.903
"39","157","020600","4","391570206004",Block Group 4,G5030,S,1937742,0,"+40.5376306","-081.4934358",1500000US391570206004,"39","3.199343724",8,8,0.000000,275.000000,275.000000,782.000000,97.750000,86.500000,79.943339,0.000000,0.000000,40.000000,127.000000,87.000000,8,7,0.000000,13.000000,13.000000,56.000000,7.000000,7.000000,3.905125,0.000000,7.000000,4.500000,10.000000,5.500000,13,9.801,91,7,79417,246,51.464,0.070,0.032,0.038,0.515
"39","011","041202","4","390110412024",Block Group 4,G5030,S,2943822,16947,"+40.5253601","-084.3864650",1500000US390110412024,"23","3.918228279",6,6,13.000000,211.000000,198.000000,550.000000,91.666667,60.500000,77.579350,13.000000,13.000000,22.000000,183.000000,161.000000,6,5,2.000000,27.000000,25.000000,62.000000,10.333333,6.000000,9.104334,2.000000,6.000000,3.000000,18.000000,15.000000,27,23.082,211,27,61250,157,52.333,0.270,0.039,0.231,0.523
"39","007","001302","1","390070013021",Block Group 1,G5030,S,24394647,6418964,"+41.6404430","-080.5445598",1500000US390070013021,"78","9.911054638",4,4,22.000000,114.000000,92.000000,297.000000,74.250000,80.500000,34.672576,22.000000,22.000000,44.000000,104.500000,60.500000,4,4,3.000000,13.000000,10.000000,27.000000,6.750000,5.500000,3.897114,3.000000,3.000000,3.500000,10.000000,6.500000,13,3.089,,,,,,,,,
"39","157","020700","4","391570207004",Block Group 4,G5030,S,359071,0,"+40.5259661","-081.4747384",1500000US391570207004,"127","10.43549712",5,4,0.000000,192.000000,192.000000,323.000000,64.600000,56.000000,70.369311,56.000000,0.000000,0.000000,75.000000,75.000000,5,4,0.000000,15.000000,15.000000,35.000000,7.000000,7.000000,6.292853,7.000000,0.000000,0.000000,13.000000,13.000000,15,4.565,75,13,63984,98,54.749,0.130,0.104,0.026,0.547
"39","157","020700","5","391570207005",Block Group 5,G5030,S,568997,11166,"+40.5229034","-081.4790099",1500000US391570207005,"93","9.989258861",6,6,56.000000,192.000000,136.000000,705.000000,117.500000,103.500000,51.253455,56.000000,56.000000,75.000000,175.000000,100.000000,6,5,7.000000,25.000000,18.000000,82.000000,13.666667,12.000000,5.617433,7.000000,11.000000,11.000000,15.000000,4.000000,25,15.011,56,7,69079,154,57.037,0.070,0.100,-0.030,0.570
"39","035","121300","3","390351213003",Block Group 3,G5030,S,664003,1126,"+41.4459907","-081.6170035",1500000US390351213003,"82","7.620817844",6,6,49.000000,144.000000,95.000000,594.000000,99.000000,110.500000,37.722672,49.000000,49.000000,51.000000,129.000000,78.000000,6,5,6.000000,14.000000,8.000000,57.000000,9.500000,9.000000,2.753785,6.000000,9.000000,7.000000,12.000000,5.000000,14,6.379,,,,,,,,,
"39","035","119502","1","390351195021",Block Group 1,G5030,S,345290,0,"+41.4830903","-081.5937252",1500000US390351195021,"149","7.959401709",8,8,17.000000,257.000000,240.000000,680.000000,85.000000,53.000000,70.767224,17.000000,17.000000,46.000000,104.000000,58.000000,8,7,2.000000,34.000000,32.000000,84.000000,10.500000,8.000000,9.552487,2.000000,8.000000,4.000000,12.000000,8.000000,34,26.041,51,8,44609,326,80.098,0.080,0.080,0.000,0.801
"39","035","120600","2","390351206002",Block Group 2,G5030,S,395212,0,"+41.4592415","-081.6037463",1500000US390351206002,"187","10.89108911",6,6,0.000000,196.000000,196.000000,426.000000,71.000000,58.500000,60.602530,0.000000,0.000000,39.000000,74.000000,35.000000,6,4,0.000000,18.000000,18.000000,52.000000,8.666667,8.000000,5.249339,0.000000,8.000000,8.000000,10.000000,2.000000,18,7.109,62,8,32642,235,68.713,0.080,0.109,-0.029,0.687
"39","035","121500","1","390351215001",Block Group 1,G5030,S,266475,0,"+41.4503219","-081.5775267",1500000US390351215001,"93","9.27218345",6,6,0.000000,104.000000,104.000000,231.000000,38.500000,31.500000,33.998774,0.000000,0.000000,12.000000,52.000000,40.000000,6,5,0.000000,13.000000,13.000000,34.000000,5.666667,6.000000,4.149967,0.000000,7.000000,2.000000,7.000000,5.000000,13,3.728,52,7,25588,206,58.857,0.070,0.093,-0.023,0.589
"39","035","121401","1","390351214011",Block Group 1,G5030,S,343182,0,"+41.4464195","-081.5865372",1500000US390351214011,"69","9.583333333",3,3,14.000000,51.000000,37.000000,106.000000,35.333333,41.000000,15.627611,14.000000,14.000000,27.500000,46.000000,18.500000,3,2,5.000000,8.000000,3.000000,18.000000,6.000000,5.000000,1.414214,8.000000,5.000000,5.000000,6.500000,1.500000,8,-1.583,41,5,22614,203,64.038,0.050,0.096,-0.046,0.640
"39","035","121403","1","390351214031",Block Group 1,G5030,S,279133,0,"+41.4431104","-081.5886136",1500000US390351214031,"72","8.228571429",4,4,41.000000,225.000000,184.000000,443.000000,110.750000,88.500000,73.689806,41.000000,41.000000,46.000000,175.500000,129.500000,4,4,5.000000,21.000000,16.000000,41.000000,10.250000,7.500000,6.299802,5.000000,5.000000,6.000000,14.500000,8.500000,21,12.771,51,8,36250,217,77.500,0.080,0.082,-0.002,0.775
"39","035","121800","1","390351218001",Block Group 1,G5030,S,438856,0,"+41.4536898","-081.5489311",1500000US390351218001,"110","9.083402147",6,6,42.000000,72.000000,30.000000,323.000000,53.833333,52.500000,9.405967,42.000000,42.000000,47.000000,57.000000,10.000000,6,4,4.000000,7.000000,3.000000,36.000000,6.000000,6.500000,1.154701,4.000000,7.000000,5.000000,7.000000,2.000000,7,-2.083,47,6,51641,386,85.588,0.060,0.091,-0.031,0.856
"39","041","010520","3","390410105203",Block Group 3,G5030,S,3319433,0,"+40.2950337","-083.1150667",1500000US390410105203,"76","3.150912106",7,7,0.000000,282.000000,282.000000,799.000000,114.142857,93.000000,98.299002,0.000000,0.000000,26.000000,186.000000,160.000000,7,6,0.000000,11.000000,11.000000,48.000000,6.857143,7.000000,3.907084,0.000000,11.000000,4.500000,10.500000,6.000000,11,7.849,282,11,93654,484,54.628,0.110,0.032,0.078,0.546
"39","045","030900","4","390450309004",Block Group 4,G5030,S,22633415,148938,"+39.7579230","-082.6894200",1500000US390450309004,"38","4.578313253",7,7,51.000000,471.000000,420.000000,1158.000000,165.428571,112.000000,133.190366,51.000000,51.000000,81.500000,180.500000,99.000000,7,6,3.000000,34.000000,31.000000,78.000000,11.142857,7.000000,9.642593,3.000000,7.000000,6.500000,10.500000,4.000000,34,29.422,,,,,,,,,
"39","045","031400","2","390450314002",Block Group 2,G5030,S,3168505,7331,"+39.7452677","-082.5583570",1500000US390450314002,"154","7.604938272",7,7,26.000000,250.000000,224.000000,869.000000,124.142857,104.000000,74.887398,26.000000,26.000000,79.500000,165.000000,85.500000,7,5,3.000000,25.000000,22.000000,57.000000,8.142857,5.000000,7.337352,5.000000,3.000000,3.000000,9.000000,6.000000,25,17.395,,,,,,,,,
"39","045","032701","3","390450327013",Block Group 3,G5030,S,1440493,0,"+39.9201082","-082.7934555",1500000US390450327013,"99","6.449511401",4,4,73.000000,273.000000,200.000000,609.000000,152.250000,131.500000,75.542620,73.000000,73.000000,90.500000,214.000000,123.500000,4,3,6.000000,13.000000,7.000000,35.000000,8.750000,8.000000,2.947457,10.000000,6.000000,6.000000,11.500000,5.500000,13,6.550,108,6,110019,301,47.627,0.060,0.065,-0.005,0.476
"39","085","205300","2","390852053002",Block Group 2,G5030,S,13391334,193364,"+41.7362980","-081.1550328",1500000US390852053002,"85","6.286982249",6,5,13.000000,160.000000,147.000000,467.000000,77.833333,62.000000,48.813989,13.000000,62.000000,48.000000,122.000000,74.000000,6,3,1.000000,7.000000,6.000000,33.000000,5.500000,7.000000,2.291288,1.000000,7.000000,4.000000,7.000000,3.000000,7,0.713,48,4,71250,331,62.571,0.040,0.063,-0.023,0.626
"39","085","205400","1","390852054001",Block Group 1,G5030,S,5658258,0,"+41.7640997","-081.1433641",1500000US390852054001,"109","6.523040096",6,6,13.000000,122.000000,109.000000,420.000000,70.000000,71.500000,38.436094,13.000000,13.000000,41.000000,101.000000,60.000000,6,4,1.000000,7.000000,6.000000,29.000000,4.833333,5.000000,2.114763,1.000000,4.000000,4.000000,7.000000,3.000000,7,0.477,122,7,78237,245,45.966,0.070,0.065,0.005,0.460
"39","085","206300","1","390852063001",Block Group 1,G5030,S,7869586,0,"+41.7762052","-081.1197945",1500000US390852063001,"129","10.34482759",6,6,13.000000,152.000000,139.000000,527.000000,87.833333,87.500000,44.292274,13.000000,13.000000,65.000000,122.000000,57.000000,6,6,1.000000,19.000000,18.000000,48.000000,8.000000,6.500000,5.597619,1.000000,1.000000,5.000000,10.000000,5.000000,19,8.655,101,6,105239,421,64.275,0.060,0.103,-0.043,0.643
"39","085","206300","4","390852063004",Block Group 4,G5030,S,11415339,0,"+41.7798070","-081.1679446",1500000US390852063004,"44","3.594771242",7,7,0.000000,122.000000,122.000000,505.000000,72.142857,74.000000,37.832067,0.000000,0.000000,56.500000,98.000000,41.500000,6,4,4.000000,10.000000,6.000000,38.000000,6.333333,6.500000,2.054805,6.000000,4.000000,4.000000,7.000000,3.000000,10,6.405,41,4,31781,229,60.743,0.040,0.036,0.004,0.607
"39","157","021700","3","391570217003",Block Group 3,G5030,S,1162375,0,"+40.2769204","-081.5993084",1500000US391570217003,"103","12.48484848",5,5,0.000000,87.000000,87.000000,231.000000,46.200000,39.000000,30.889480,0.000000,0.000000,32.000000,73.000000,41.000000,5,4,0.000000,6.000000,6.000000,19.000000,3.800000,5.000000,2.135416,0.000000,5.000000,3.000000,5.000000,2.000000,6,-6.485,32,3,58801,253,62.469,0.030,0.125,-0.095,0.625
"39","157","021700","4","391570217004",Block Group 4,G5030,S,921551,39629,"+40.2673761","-081.6146824",1500000US391570217004,"75","6.756756757",5,5,0.000000,87.000000,87.000000,231.000000,46.200000,39.000000,30.889480,0.000000,0.000000,32.000000,73.000000,41.000000,5,4,0.000000,6.000000,6.000000,19.000000,3.800000,5.000000,2.135416,0.000000,5.000000,3.000000,5.000000,2.000000,6,-0.757,73,5,33513,332,54.516,0.050,0.068,-0.018,0.545
"39","157","021700","5","391570217005",Block Group 5,G5030,S,1076117,130791,"+40.2663766","-081.6033411",1500000US391570217005,"52","8.280254777",4,4,32.000000,87.000000,55.000000,231.000000,57.750000,56.000000,22.927876,32.000000,32.000000,35.500000,80.000000,44.500000,4,3,3.000000,6.000000,3.000000,19.000000,4.750000,5.000000,1.089725,3.000000,5.000000,4.000000,5.500000,1.500000,6,-2.280,39,6,,306,84.530,0.060,0.083,-0.023,0.845
"39","157","020700","6","391570207006",Block Group 6,G5030,S,1373630,32658,"+40.5175124","-081.4833915",1500000US391570207006,"24","5.797101449",5,5,56.000000,175.000000,119.000000,509.000000,101.800000,91.000000,39.936950,56.000000,56.000000,82.000000,105.000000,23.000000,5,4,6.000000,25.000000,19.000000,56.000000,11.200000,7.000000,7.110556,6.000000,7.000000,7.000000,11.000000,4.000000,25,19.203,82,11,41667,87,40.278,0.110,0.058,0.052,0.403
"39","157","020800","1","391570208001",Block Group 1,G5030,S,687831,0,"+40.5011521","-081.4680436",1500000US391570208001,"75","10.59322034",5,4,44.000000,175.000000,131.000000,457.000000,91.400000,80.000000,43.989090,44.000000,80.000000,78.000000,80.000000,2.000000,5,5,9.000000,25.000000,16.000000,70.000000,14.000000,12.000000,5.761944,9.000000,9.000000,10.000000,14.000000,4.000000,25,14.407,,,,,,,,,
"39","157","020800","2","391570208002",Block Group 2,G5030,S,548335,0,"+40.5014586","-081.4611974",1500000US391570208002,"83","12.57575758",5,5,44.000000,179.000000,135.000000,450.000000,90.000000,78.000000,46.307667,44.000000,44.000000,69.000000,80.000000,11.000000,5,5,7.000000,20.000000,13.000000,58.000000,11.600000,10.000000,4.498889,7.000000,7.000000,9.000000,12.000000,3.000000,20,7.424,,,,,,,,,
"39","157","020800","3","391570208003",Block Group 3,G5030,S,544709,0,"+40.5004597","-081.4538191",1500000US391570208003,"148","17.12962963",7,7,22.000000,179.000000,157.000000,532.000000,76.000000,69.000000,45.856920,22.000000,22.000000,55.500000,75.500000,20.000000,7,7,2.000000,20.000000,18.000000,78.000000,11.142857,12.000000,5.248907,2.000000,2.000000,8.500000,13.500000,5.000000,20,2.870,,,,,,,,,
"39","157","020800","5","391570208005",Block Group 5,G5030,S,417315,0,"+40.4932333","-081.4572555",1500000US391570208005,"57","6.375838926",6,5,44.000000,179.000000,135.000000,528.000000,88.000000,79.000000,42.594992,44.000000,80.000000,67.000000,80.000000,13.000000,6,5,9.000000,20.000000,11.000000,79.000000,13.166667,13.000000,3.578485,9.000000,14.000000,10.000000,14.000000,4.000000,20,13.624,,,,,,,,,
"39","157","020800","6","391570208006",Block Group 6,G5030,S,294972,0,"+40.4909928","-081.4524150",1500000US391570208006,"56","7.68175583",6,6,44.000000,179.000000,135.000000,534.000000,89.000000,75.500000,42.875790,44.000000,44.000000,67.000000,93.000000,26.000000,6,5,9.000000,20.000000,11.000000,80.000000,13.333333,13.500000,3.543382,9.000000,14.000000,10.000000,14.000000,4.000000,20,12.318,,,,,,,,,
